date,pm25,retail,temperature,phase
2019-01-06,402.2857142857143,52.72524416115124,12.15,pre_covid
2019-01-13,348.7142857142857,50.69735015495312,13.38,pre_covid
2019-01-20,353.42857142857144,56.78103217354749,13.41,pre_covid
2019-01-27,231.28571428571428,53.40120882988395,12.781428571428572,pre_covid
2019-02-03,308.0,47.993491480022286,11.838571428571427,pre_covid
2019-02-10,253.7142857142857,45.96559747382416,14.618571428571428,pre_covid
2019-02-17,300.1428571428572,45.28963280509145,15.635714285714286,pre_covid
2019-02-24,197.14285714285717,45.28963280509145,17.607142857142858,pre_covid
2019-03-03,166.0,47.993491480022286,15.744285714285713,pre_covid
2019-03-10,188.7142857142857,48.66945614875499,18.3,pre_covid
2019-03-17,178.57142857142858,48.66945614875499,19.85142857142857,pre_covid
2019-03-24,175.57142857142858,47.317526811289575,22.95285714285714,pre_covid
2019-03-31,192.8571428571429,45.28963280509145,26.262857142857143,pre_covid
2019-04-07,231.7142857142857,47.3509257100669,29.345714285714283,pre_covid
2019-04-14,201.14285714285717,45.13135106740752,31.44,pre_covid
2019-04-21,157.71428571428572,44.39149285318772,27.702857142857145,pre_covid
2019-04-28,241.42857142857144,48.83064213850649,33.364285714285714,pre_covid
2019-05-05,234.57142857142856,51.79007499538567,33.478571428571435,pre_covid
2019-05-12,301.2857142857143,53.26979142382527,34.720000000000006,pre_covid
2019-05-19,200.42857142857144,47.3509257100669,32.69285714285714,pre_covid
2019-05-26,166.14285714285714,49.57050035272629,34.07142857142857,pre_covid
2019-06-02,212.14285714285717,51.05021678116588,37.82857142857143,pre_covid
2019-06-09,203.0,47.3509257100669,38.355714285714285,pre_covid
2019-06-16,213.57142857142856,48.0907839242867,38.771428571428565,pre_covid
2019-06-23,153.42857142857142,48.83064213850649,35.431428571428576,pre_covid
2019-06-30,178.14285714285714,48.0907839242867,37.53714285714285,pre_covid
2019-07-07,132.14285714285714,45.13135106740752,36.77285714285714,pre_covid
2019-07-14,214.28571428571428,51.79007499538567,35.04,pre_covid
2019-07-21,113.71428571428572,51.05021678116588,32.261428571428574,pre_covid
2019-07-28,101.14285714285714,53.26979142382527,31.49714285714285,pre_covid
2019-08-04,82.0,51.05021678116588,30.35,pre_covid
2019-08-11,76.71428571428571,53.26979142382527,30.342857142857145,pre_covid
2019-08-18,59.285714285714285,50.310358566946086,29.624285714285715,pre_covid
2019-08-25,111.0,51.05021678116588,29.585714285714285,pre_covid
2019-09-01,100.28571428571428,53.26979142382527,30.794285714285717,pre_covid
2019-09-08,107.71428571428572,56.22922428070445,30.75142857142857,pre_covid
2019-09-15,113.42857142857144,54.749507852264856,31.135714285714283,pre_covid
2019-09-22,98.14285714285714,58.44879892336383,29.81142857142857,pre_covid
2019-09-29,75.85714285714286,73.98582142197954,27.145714285714288,pre_covid
2019-10-06,101.71428571428572,65.107522851342,26.572857142857146,pre_covid
2019-10-13,190.57142857142856,60.66837356602322,26.12285714285714,pre_covid
2019-10-20,251.0,61.40823178024301,26.344285714285714,pre_covid
2019-10-27,273.85714285714283,55.48936606648465,23.74714285714285,pre_covid
2019-11-03,424.8571428571428,51.79007499538567,24.397142857142857,pre_covid
2019-11-10,312.57142857142856,56.22922428070445,22.858571428571427,pre_covid
2019-11-17,390.57142857142856,52.529933209605474,20.915714285714284,pre_covid
2019-11-24,289.85714285714283,52.529933209605474,20.165714285714284,pre_covid
2019-12-01,184.14285714285717,52.529933209605474,19.294285714285717,pre_covid
2019-12-08,343.57142857142856,51.79007499538567,16.2,pre_covid
2019-12-15,309.42857142857144,51.05021678116588,15.041428571428572,pre_covid
2019-12-22,311.42857142857144,51.79007499538567,11.85,pre_covid
2019-12-29,374.57142857142856,52.529933209605474,9.347142857142858,pre_covid
2020-01-05,386.1428571428572,47.35092571006691,11.578571428571427,pre_covid
2020-01-12,277.0,48.8306421385065,11.95142857142857,pre_covid
2020-01-19,276.1428571428572,49.5705003527263,13.127142857142855,pre_covid
2020-01-26,277.1428571428572,48.090783924286704,12.251428571428573,pre_covid
2020-02-02,235.7142857142857,51.79007499538568,13.12,pre_covid
2020-02-09,284.57142857142856,45.87120928162732,12.381428571428572,pre_covid
2020-02-16,254.28571428571428,49.5705003527263,15.941428571428572,pre_covid
2020-02-23,216.57142857142856,48.8306421385065,17.712857142857143,pre_covid
2020-03-01,197.66666666666663,46.61106749584712,19.195714285714285,pre_covid
2020-03-08,139.85714285714286,48.8306421385065,19.635714285714283,pre_covid
2020-03-15,138.0,47.35092571006691,18.77142857142857,pre_covid
2020-03-22,171.71428571428572,51.79007499538568,22.335714285714285,pre_covid
2020-03-29,84.42857142857143,38.47262713942936,23.712857142857143,covid
2020-04-05,79.57142857142857,36.992910710989776,24.22,covid
2020-04-12,105.28571428571428,36.992910710989776,27.270000000000003,covid
2020-04-19,125.57142857142856,36.992910710989776,30.545714285714286,covid
2020-04-26,116.14285714285714,36.992910710989776,28.88,covid
2020-05-03,114.71428571428572,42.17191821052834,30.87142857142857,covid
2020-05-10,125.42857142857144,39.21248535364916,31.6,covid
2020-05-17,148.85714285714286,52.52993320960548,32.68,covid
2020-05-24,183.28571428571428,54.74950785226486,35.5,covid
2020-05-31,128.85714285714286,54.74950785226486,35.441428571428574,covid
2020-06-07,117.57142857142856,56.22922428070446,31.867142857142856,covid
2020-06-14,138.57142857142858,53.26979142382528,35.901428571428575,covid
2020-06-21,118.85714285714286,59.92851535180343,36.81142857142857,covid
2020-06-28,105.85714285714286,71.02638856510036,35.07,covid
2020-07-05,132.42857142857142,71.02638856510036,35.77,covid
2020-07-12,70.0,63.62780642290241,33.15428571428571,covid
2020-07-19,90.14285714285714,65.84738106556179,33.75142857142857,covid
2020-07-26,70.0,60.66837356602323,30.81,covid
2020-08-02,76.28571428571429,59.92851535180343,31.785714285714285,covid
2020-08-09,71.28571428571429,56.22922428070446,31.99571428571429,covid
2020-08-16,62.42857142857143,54.74950785226486,29.83428571428572,covid
2020-08-23,58.285714285714285,51.79007499538568,29.205714285714286,covid
2020-08-30,64.71428571428571,55.48936606648466,29.12857142857143,covid
2020-09-06,71.42857142857143,56.22922428070446,29.33857142857143,covid
2020-09-13,115.28571428571428,54.74950785226486,30.39,covid
2020-09-20,134.42857142857142,56.22922428070446,31.24857142857143,covid
2020-09-27,123.14285714285714,62.14808999446282,30.678571428571427,covid
2020-10-04,171.0,61.192575127810194,28.427142857142854,covid
2020-10-11,202.7142857142857,67.09065465820154,27.617142857142856,covid
2020-10-18,275.2857142857143,72.25147424729397,27.47,covid
2020-10-25,297.0,73.7259941298918,25.45285714285714,covid
2020-11-01,351.7142857142857,63.40435495170695,22.61142857142857,covid
2020-11-08,376.7142857142857,65.61613477560371,21.504285714285714,covid
2020-11-15,399.8571428571428,58.24353536261452,21.632857142857144,covid
2020-11-22,243.8571428571429,56.76901548001669,17.922857142857143,covid
2020-11-29,287.57142857142856,50.87093594962534,17.452857142857145,covid
2020-12-06,367.7142857142857,53.0827157735221,18.38,covid
2020-12-13,340.1428571428572,52.34545583222318,19.08857142857143,covid
2020-12-20,257.1428571428572,54.557235656119936,12.26,covid
2020-12-27,385.1428571428572,51.60819589092426,14.374285714285715,covid
2021-01-03,341.85714285714283,53.81997571482102,12.381428571428572,covid
2021-01-10,221.7142857142857,47.184636243130754,15.754285714285714,covid
2021-01-17,361.8571428571428,53.81997571482102,11.27,covid
2021-01-24,344.1428571428572,50.133676008326425,13.531428571428572,covid
2021-01-31,330.42857142857144,49.39641606702751,11.957142857142856,covid
2021-02-07,275.1428571428572,48.65915612572859,15.457142857142856,covid
2021-02-14,322.1428571428572,46.44737630183184,17.851428571428574,covid
2021-02-21,303.2857142857143,47.92189618442967,18.827142857142857,covid
2021-02-28,250.57142857142856,48.65915612572859,22.814285714285717,covid
2021-03-07,219.0,53.81997571482102,23.287142857142857,covid
2021-03-14,220.42857142857144,49.39641606702751,25.275714285714287,covid
2021-03-21,263.85714285714283,51.60819589092426,26.72142857142857,covid
2021-03-28,192.14285714285717,50.133676008326425,26.74857142857143,covid
2021-04-04,192.57142857142856,44.23559647793508,27.882857142857144,covid
2021-04-11,203.42857142857144,45.71011636053292,29.217142857142857,covid
2021-04-18,201.57142857142856,43.49833653663617,31.47142857142857,covid
2021-04-25,156.42857142857142,52.34545583222318,28.63,covid
2021-05-02,263.85714285714283,56.76901548001669,33.58,covid
2021-05-09,175.71428571428572,60.45531518651128,33.14714285714286,covid
2021-05-16,137.28571428571428,58.98079530391344,33.26142857142857,covid
2021-05-23,119.42857142857144,58.98079530391344,28.65142857142857,covid
2021-05-30,128.85714285714286,67.09065465820154,31.63142857142857,covid
2021-06-06,143.71428571428572,56.03175553871777,33.23285714285714,covid
2021-06-13,181.7142857142857,53.81997571482102,34.035714285714285,covid
2021-06-20,96.14285714285714,53.81997571482102,31.684285714285718,covid
2021-06-27,148.71428571428572,54.557235656119936,33.48571428571429,covid
2021-07-04,193.14285714285717,56.37534649249294,35.72571428571428,covid
2021-07-11,138.57142857142858,53.52089856882241,35.559999999999995,covid
2021-07-18,91.0,55.6617345115753,31.88714285714285,covid
2021-07-25,82.0,51.38006262606951,29.462857142857143,covid
2021-08-01,74.57142857142857,49.239226683316616,28.90285714285714,covid
2021-08-08,92.57142857142856,56.37534649249294,28.722857142857144,covid
2021-08-15,112.28571428571428,57.802570454328205,29.368571428571432,covid
2021-08-22,118.42857142857144,47.09839074056372,28.90285714285714,covid
2021-08-29,115.85714285714286,49.95283866423425,28.928571428571427,covid
2021-09-05,72.57142857142857,49.239226683316616,27.30857142857143,covid
2021-09-12,80.71428571428571,52.80728658790478,27.58,covid
2021-09-19,74.28571428571429,53.52089856882241,27.047142857142852,covid
2021-09-26,74.42857142857143,62.08424233983399,27.062857142857144,covid
2021-10-03,104.42857142857144,71.36119809176321,27.63142857142857,covid
2021-10-10,136.14285714285714,69.93397412992795,26.794285714285717,covid
2021-10-17,211.14285714285717,70.64758611084558,25.301428571428573,covid
2021-10-24,148.28571428571428,61.370630358916365,22.337142857142855,covid
2021-10-31,223.0,60.65701837799873,20.27142857142857,covid
2021-11-07,372.4285714285714,49.95283866423425,19.127142857142854,covid
2021-11-14,402.1428571428572,49.239226683316616,18.68857142857143,covid
2021-11-21,368.7142857142857,52.09367460698714,16.455714285714286,covid
2021-11-28,367.8571428571428,49.95283866423425,16.28,covid
2021-12-05,361.2857142857143,52.09367460698714,16.2,covid
2021-12-12,278.85714285714283,47.81200272148135,15.185714285714283,covid
2021-12-19,331.42857142857144,49.239226683316616,11.082857142857142,covid
2021-12-26,409.8571428571428,46.38477875964609,12.835714285714284,covid
2022-01-02,318.2857142857143,50.66645064515188,12.641428571428571,covid
2022-01-09,251.7142857142857,53.52089856882241,14.24,covid
2022-01-16,251.0,50.66645064515188,11.024285714285714,covid
2022-01-23,324.42857142857144,49.239226683316616,11.367142857142856,covid
2022-01-30,248.7142857142857,50.66645064515188,10.754285714285714,covid
2022-02-06,283.7142857142857,51.38006262606951,12.93,covid
2022-02-13,221.0,51.38006262606951,14.012857142857143,covid
2022-02-20,225.42857142857144,51.38006262606951,16.097142857142856,covid
2022-02-27,202.14285714285717,54.23451054974005,17.232857142857142,covid
2022-03-06,165.14285714285714,58.51618243524583,18.572857142857146,covid
2022-03-13,192.7142857142857,54.94812253065767,21.912857142857145,covid
2022-03-20,240.8571428571429,54.94812253065767,27.072857142857146,covid
2022-03-27,221.42857142857144,52.09367460698714,27.205714285714286,covid
2022-04-03,255.42857142857144,52.6028599571674,29.525714285714287,post_covid
2022-04-10,250.57142857142856,55.81035141797028,31.74285714285714,post_covid
2022-04-17,251.14285714285717,52.6028599571674,32.707142857142856,post_covid
2022-04-24,265.2857142857143,49.395368496364505,33.03857142857143,post_covid
2022-05-01,265.7142857142857,53.88585654148855,35.43857142857143,post_covid
2022-05-08,220.57142857142856,52.6028599571674,34.47571428571428,post_covid
2022-05-15,191.28571428571428,54.52735483364913,36.67285714285714,post_covid
2022-05-22,249.0,53.88585654148855,36.637142857142855,post_covid
2022-05-29,182.7142857142857,52.6028599571674,32.53,post_covid
2022-06-05,231.7142857142857,53.24435824932797,35.69,post_covid
2022-06-12,264.57142857142856,52.6028599571674,37.84142857142857,post_covid
2022-06-19,139.0,54.52735483364913,35.73714285714286,post_covid
2022-06-26,161.0,52.6028599571674,33.7,post_covid
2022-07-03,112.85714285714286,51.96136166500681,34.34428571428571,post_covid
2022-07-10,107.57142857142856,53.88585654148855,34.19428571428572,post_covid
2022-07-17,83.14285714285714,52.6028599571674,34.191428571428574,post_covid
2022-07-24,92.71428571428572,50.67836508068566,32.214285714285715,post_covid
2022-07-31,68.28571428571429,53.24435824932797,30.212857142857143,post_covid
2022-08-07,96.71428571428572,52.6028599571674,30.594285714285714,post_covid
2022-08-14,89.28571428571429,51.31986337284624,31.44,post_covid
2022-08-21,75.0,51.31986337284624,30.642857142857142,post_covid
2022-08-28,97.57142857142856,50.03686678852508,31.35,post_covid
2022-09-04,121.28571428571428,50.67836508068566,32.36,post_covid
2022-09-11,118.0,53.24435824932797,32.24142857142857,post_covid
2022-09-18,74.28571428571429,61.58383604741549,29.32,post_covid
2022-09-25,92.85714285714286,62.22533433957607,27.96142857142857,post_covid
2022-10-02,148.42857142857142,63.50833092389722,26.685714285714287,post_covid
2022-10-09,103.85714285714286,59.01784287877317,25.445714285714285,post_covid
2022-10-16,136.42857142857142,64.1498292160578,23.731428571428573,post_covid
2022-10-23,247.14285714285717,43.621883866919305,22.8,post_covid
2022-10-30,335.0,46.82937532772219,21.74857142857143,post_covid
2022-11-06,401.2857142857143,47.47087361988277,21.31714285714286,post_covid
2022-11-13,319.0,46.18787703556161,20.122857142857143,post_covid
2022-11-20,275.42857142857144,48.75387020420393,17.445714285714285,post_covid
2022-11-27,281.85714285714283,45.54637874340104,16.22142857142857,post_covid
2022-12-04,366.2857142857143,44.90488045124046,16.95714285714286,post_covid
2022-12-11,323.57142857142856,48.11237191204335,15.235714285714286,post_covid
2022-12-18,232.42857142857144,45.54637874340104,14.777142857142858,post_covid
2022-12-25,351.7142857142857,45.54637874340104,12.648571428571428,post_covid
2023-01-01,329.1428571428572,44.90488045124047,12.847142857142858,post_covid
2023-01-08,368.1428571428572,45.54637874340104,10.04857142857143,post_covid
2023-01-15,352.0,44.26338215907989,12.834285714285716,post_covid
2023-01-22,304.1428571428572,44.26338215907989,11.60142857142857,post_covid
2023-01-29,260.85714285714283,48.11237191204336,14.685714285714283,post_covid
2023-02-05,206.0,44.90488045124047,14.688571428571429,post_covid
2023-02-12,220.42857142857144,40.41439240611642,17.257142857142856,post_covid
2023-02-19,256.57142857142856,44.90488045124047,19.071428571428573,post_covid
2023-02-26,255.0,44.26338215907989,21.147142857142857,post_covid
2023-03-05,187.0,43.62188386691931,22.92,post_covid
2023-03-12,178.85714285714286,47.47087361988278,23.81571428571429,post_covid
2023-03-19,208.0,41.055890698277,24.42,post_covid
2023-03-26,141.57142857142858,44.26338215907989,22.61285714285714,post_covid
2023-04-02,138.28571428571428,46.18787703556162,23.804285714285715,post_covid
2023-04-09,156.57142857142858,44.90488045124047,25.32857142857143,post_covid
2023-04-16,227.42857142857144,43.62188386691931,29.548571428571428,post_covid
2023-04-23,174.85714285714286,41.69738899043757,29.801428571428573,post_covid
2023-04-30,177.57142857142858,44.26338215907989,27.708571428571428,post_covid
2023-05-07,139.57142857142858,43.62188386691931,26.952857142857145,post_covid
2023-05-14,218.0,41.69738899043757,31.118571428571432,post_covid
2023-05-21,208.42857142857144,46.18787703556162,33.26285714285714,post_covid
2023-05-28,143.28571428571428,46.18787703556162,32.83428571428571,post_covid
2023-06-04,120.57142857142856,50.03686678852509,30.052857142857142,post_covid
2023-06-11,160.14285714285714,49.39536849636451,34.69857142857143,post_covid
2023-06-18,152.71428571428572,48.753870204203935,36.385714285714286,post_covid
2023-06-25,107.42857142857144,51.31986337284624,33.67714285714286,post_covid
2023-07-02,83.28571428571429,48.753870204203935,31.485714285714288,post_covid
2023-07-09,91.71428571428572,44.90488045124047,31.497142857142855,post_covid
2023-07-16,75.71428571428571,45.54637874340104,30.10571428571429,post_covid
2023-07-23,92.28571428571428,47.47087361988278,30.6,post_covid
2023-07-30,78.42857142857143,47.47087361988278,29.59142857142857,post_covid
2023-08-06,91.14285714285714,50.03686678852509,29.860000000000003,post_covid
2023-08-13,116.71428571428572,49.39536849636451,29.298571428571428,post_covid
2023-08-20,118.71428571428572,50.03686678852509,29.542857142857144,post_covid
2023-08-27,115.42857142857144,44.26338215907989,29.05857142857143,post_covid
2023-09-03,145.42857142857142,44.26338215907989,29.175714285714285,post_covid
2023-09-10,93.28571428571428,44.90488045124047,29.05,post_covid
2023-09-17,88.42857142857143,47.47087361988278,28.147142857142857,post_covid
2023-09-24,98.14285714285714,50.67836508068567,28.672857142857143,post_covid
2023-10-01,143.85714285714286,52.66173649635214,26.642857142857142,post_covid
2023-10-08,177.28571428571428,53.19367322863853,25.537142857142857,post_covid
2023-10-15,215.0,50.00205283492021,26.83857142857143,post_covid
2023-10-22,184.0,49.47011610263383,23.08857142857143,post_covid
2023-10-29,266.85714285714283,46.810432441201904,23.60571428571429,post_covid
2023-11-05,399.2857142857143,52.66173649635214,23.80857142857143,post_covid
2023-11-12,342.1428571428572,43.0868753151972,21.882857142857144,post_covid
2023-11-19,370.4285714285714,42.55493858291082,19.81,post_covid
2023-11-26,386.4285714285714,45.21462224434275,18.875714285714285,post_covid
2023-12-03,347.1428571428572,41.49106511833805,18.917142857142856,post_covid
2023-12-10,310.42857142857144,44.15074877976998,17.435714285714287,post_covid
2023-12-17,340.7142857142857,44.15074877976998,15.337142857142856,post_covid
2023-12-24,361.57142857142856,43.0868753151972,14.43142857142857,post_covid
2023-12-31,380.1428571428572,43.6188120474836,14.868571428571428,post_covid
2024-01-07,341.2857142857143,39.895254921478895,11.895714285714286,post_covid
2024-01-14,356.2857142857143,41.49106511833805,12.177142857142856,post_covid
2024-01-21,348.85714285714283,39.895254921478895,11.992857142857144,post_covid
2024-01-28,367.2857142857143,33.512014134042275,13.454285714285716,post_covid
2024-02-04,281.1428571428572,35.63976106318781,15.207142857142856,post_covid
2024-02-11,200.8571428571429,35.10782433090143,14.072857142857142,post_covid
2024-02-18,291.7142857142857,35.10782433090143,17.39,post_covid
2024-02-25,197.0,35.63976106318781,17.912857142857142,post_covid
2024-03-03,152.85714285714286,33.512014134042275,19.07857142857143,post_covid
2024-03-10,152.71428571428572,36.703634527760585,17.25,post_covid
2024-03-17,177.14285714285714,36.703634527760585,22.15714285714285,post_covid
2024-03-24,202.14285714285717,35.10782433090143,24.21,post_covid
2024-03-31,182.57142857142856,37.23557126004697,29.145714285714288,post_covid
2024-04-07,162.57142857142858,36.703634527760585,28.04285714285714,post_covid
2024-04-14,203.8571428571429,33.512014134042275,30.707142857142856,post_covid
2024-04-21,184.0,32.4481406694695,30.70285714285714,post_covid
2024-04-28,176.42857142857142,33.512014134042275,32.48714285714286,post_covid
2024-05-05,235.57142857142856,35.10782433090143,31.39,post_covid
2024-05-12,223.0,32.980077401755885,34.66285714285714,post_covid
2024-05-19,240.42857142857144,36.1716977954742,36.73571428571428,post_covid
2024-05-26,190.42857142857144,35.63976106318781,37.9,post_covid
2024-06-02,221.57142857142856,31.91620393718312,39.401428571428575,post_covid
2024-06-09,207.14285714285717,33.512014134042275,38.16285714285714,post_covid
2024-06-16,196.42857142857144,33.512014134042275,39.24857142857143,post_covid
2024-06-23,193.7142857142857,32.980077401755885,39.20857142857143,post_covid
2024-06-30,110.71428571428572,32.4481406694695,33.89142857142857,post_covid
2024-07-07,84.28571428571429,32.28757458176084,31.06142857142857,post_covid
2024-07-14,101.0,33.61446120840854,32.03142857142857,post_covid
2024-07-21,104.28571428571428,32.72987012397674,32.395714285714284,post_covid
2024-07-28,97.42857142857144,34.49905229284035,31.327142857142857,post_covid
2024-08-04,77.28571428571429,35.825938919488046,30.322857142857146,post_covid
2024-08-11,62.285714285714285,36.71053000391985,28.375714285714285,post_covid
2024-08-18,70.0,34.056756750624444,28.8,post_covid
2024-08-25,83.0,33.17216566619264,29.095714285714283,post_covid
2024-09-01,79.85714285714286,33.61446120840854,28.6,post_covid
2024-09-08,83.57142857142857,34.49905229284035,28.231428571428573,post_covid
2024-09-15,82.28571428571429,33.17216566619264,27.99571428571429,post_covid
2024-09-22,122.57142857142856,44.229554221590185,27.447142857142858,post_covid
2024-09-29,129.57142857142858,41.57578096829477,28.09142857142857,post_covid
2024-10-06,154.57142857142858,40.248894341647066,27.00142857142857,post_covid
2024-10-13,158.42857142857142,42.460372052726576,25.36285714285714,post_covid
2024-10-20,256.2857142857143,38.47971217278346,25.012857142857143,post_covid
2024-10-27,312.57142857142856,44.229554221590185,24.610000000000003,post_covid
2024-11-03,320.7142857142857,32.72987012397674,24.827142857142857,post_covid
2024-11-10,363.2857142857143,35.825938919488046,23.027142857142856,post_covid
2024-11-17,397.4285714285714,35.38364337727215,22.27857142857143,post_covid
2024-11-24,409.57142857142856,38.03741663056756,18.858571428571427,post_covid
2024-12-01,326.0,36.71053000391985,17.88,post_covid
2024-12-08,231.8571428571429,33.17216566619264,17.148571428571426,post_covid
2024-12-15,236.57142857142856,36.26823446170395,12.415714285714284,post_covid
2024-12-22,416.57142857142856,36.26823446170395,14.402857142857144,post_covid
2024-12-29,310.42857142857144,31.402983497329032,15.312857142857142,post_covid
2025-01-05,312.85714285714283,34.056756750624444,13.374285714285715,post_covid
2025-01-12,326.7142857142857,30.07609687068133,12.905714285714286,post_covid
2025-01-19,303.2857142857143,30.518392412897228,13.601428571428572,post_covid
2025-01-26,244.14285714285717,28.74921024403362,15.117142857142856,post_covid
2025-02-02,329.1428571428572,26.53773253295411,15.615714285714288,post_covid
2025-02-09,225.57142857142856,29.633801328465424,16.091428571428573,post_covid
2025-02-16,218.0,30.07609687068133,18.335714285714285,post_covid
2025-02-23,176.71428571428572,27.864619159601816,19.77285714285714,post_covid
2025-03-02,175.42857142857142,29.19150578624952,20.332857142857144,post_covid
2025-03-09,159.42857142857142,33.17216566619264,20.117142857142856,post_covid
