Date,Max_Demand_Met_MW,Peak_hr_Shortage_MW,Energy_Consumption_MUs,Date
2019-01-05,4093.0,0.0,68.2,
2019-01-06,3922.0,0.0,64.9,
2019-01-07,4212.0,0.0,71.0,
2019-01-08,4167.0,0.0,68.7,
2019-01-09,4234.0,0.0,71.1,
2019-01-10,4194.0,0.0,71.0,
2019-01-11,4336.0,0.0,71.4,
2019-01-12,4104.0,0.0,67.7,
2019-01-13,3975.0,0.0,65.4,
2019-01-14,4222.0,0.0,68.9,
2019-01-15,4256.0,0.0,72.2,
2019-01-16,4254.0,0.0,72.3,
2019-01-17,4120.0,0.0,72.2,
2019-01-18,4248.0,0.0,73.9,
2019-01-19,4008.0,0.0,66.2,
2019-01-20,4064.0,0.0,64.6,
2019-01-21,3907.0,0.0,67.9,
2019-01-22,3851.0,0.0,67.7,
2019-01-23,4147.0,0.0,70.8,
2019-01-24,3984.0,0.0,70.4,
2019-01-25,4145.0,0.0,72.5,
2019-01-26,3474.0,0.0,58.6,
2019-01-27,4013.0,0.0,63.7,
2019-01-28,4179.0,0.0,71.8,
2019-01-29,4197.0,0.0,71.7,
2019-01-30,4295.0,0.0,72.7,
2019-01-31,4141.0,0.0,71.6,
2019-02-01,4284.0,0.0,71.3,
2019-02-02,4110.0,0.0,69.2,
2019-02-03,4194.0,0.0,67.0,
2019-02-04,4197.0,0.0,69.1,
2019-02-05,4059.0,0.0,69.4,
2019-02-06,4097.0,0.0,69.1,
2019-02-07,4013.0,0.0,68.7,
2019-02-08,4172.0,0.0,70.0,
2019-02-09,4008.0,0.0,65.8,
2019-02-10,3973.0,0.0,63.1,
2019-02-11,3902.0,0.0,66.8,
2019-02-12,3945.0,0.0,67.1,
2019-02-13,3933.0,0.0,66.5,
2019-02-14,3867.0,0.0,67.0,
2019-02-15,4049.0,0.0,68.5,
2019-02-16,3835.0,0.0,64.9,
2019-02-17,3975.0,0.0,61.6,
2019-02-18,3798.0,0.0,64.2,
2019-02-19,3904.0,0.0,65.0,
2019-02-20,3818.0,0.0,65.3,
2019-02-21,3819.0,0.0,65.0,
2019-02-22,3825.0,0.0,65.6,
2019-02-23,3634.0,0.0,61.1,
2019-02-24,3681.0,0.0,59.2,
2019-02-25,3597.0,0.0,61.4,
2019-02-26,3713.0,0.0,64.1,
2019-02-27,3844.0,0.0,66.1,
2019-02-28,3844.0,0.0,66.1,
2019-03-01,3952.0,0.0,65.4,
2019-03-02,3695.0,0.0,63.0,
2019-03-03,3743.0,0.0,60.2,
2019-03-04,3943.0,0.0,62.0,
2019-03-05,3668.0,0.0,63.2,
2019-03-06,3792.0,0.0,63.8,
2019-03-07,3602.0,0.0,63.3,
2019-03-08,3791.0,0.0,64.0,
2019-03-09,3440.0,0.0,59.8,
2019-03-10,3434.0,0.0,58.1,
2019-03-11,3529.0,0.0,61.2,
2019-03-12,3394.0,0.0,61.4,
2019-03-13,3557.0,0.0,62.2,
2019-03-14,3581.0,0.0,61.4,
2019-03-15,3745.0,0.0,64.2,
2019-03-16,3440.0,0.0,59.4,
2019-03-17,3378.0,0.0,57.5,
2019-03-18,3387.0,0.0,61.6,
2019-03-19,3445.0,0.0,61.7,
2019-03-20,3505.0,0.0,60.1,
2019-03-21,2278.0,0.0,46.1,
2019-03-22,3027.0,0.0,54.4,
2019-03-23,3071.0,0.0,57.9,
2019-03-24,3114.0,0.0,58.2,
2019-03-25,3273.0,0.0,61.7,
2019-03-26,3370.0,0.0,64.3,
2019-03-27,3409.0,0.0,65.9,
2019-03-28,3456.0,0.0,67.4,
2019-03-29,3706.0,0.0,71.8,
2019-03-30,3602.0,0.0,73.9,
2019-03-31,3238.0,0.0,69.1,
2019-04-01,3505.0,0.0,72.0,
2019-04-02,3598.0,0.0,75.0,
2019-04-03,3741.0,0.0,77.3,
2019-04-04,4023.0,0.0,81.3,
2019-04-05,4218.0,0.0,85.6,
2019-04-06,3876.0,0.0,83.9,
2019-04-07,3902.0,0.0,83.6,
2019-04-08,4119.0,0.0,85.6,
2019-04-09,4229.0,0.0,86.9,
2019-04-10,4304.0,0.0,91.0,
2019-04-11,4613.0,0.0,94.4,
2019-04-12,4507.0,0.0,94.8,
2019-04-13,4134.0,0.0,90.0,
2019-04-14,4163.0,0.0,85.5,
2019-04-15,4738.0,0.0,97.2,
2019-04-16,4472.0,0.0,89.2,
2019-04-17,3644.0,0.0,73.7,
2019-04-18,3671.0,0.0,74.4,
2019-04-19,3638.0,0.0,75.2,
2019-04-20,3696.0,0.0,78.7,
2019-04-21,3843.0,0.0,79.2,
2019-04-22,4525.0,0.0,91.9,
2019-04-23,4802.0,0.0,99.3,
2019-04-24,5243.0,0.0,106.7,
2019-04-25,5468.0,0.0,111.4,
2019-04-26,5270.0,0.0,109.7,
2019-04-27,4947.0,0.0,103.2,
2019-04-28,4886.0,0.0,98.7,
2019-04-29,5334.0,0.0,109.3,
2019-04-30,5634.0,0.0,111.9,
2019-05-01,5608.0,0.0,114.2,
2019-05-02,5715.0,0.0,112.7,
2019-05-03,5284.0,0.0,105.0,
2019-05-04,4836.0,0.0,100.5,
2019-05-05,4903.0,0.0,96.4,
2019-05-06,5209.0,0.0,106.7,
2019-05-07,5419.0,0.0,110.7,
2019-05-08,5598.0,0.0,114.5,
2019-05-09,5760.0,0.0,117.1,
2019-05-10,5792.0,0.0,117.5,
2019-05-11,5439.0,0.0,110.5,
2019-05-12,5438.0,0.0,99.6,
2019-05-13,5482.0,0.0,110.5,
2019-05-14,5171.0,0.0,106.0,
2019-05-15,5172.0,0.0,102.7,
2019-05-16,4904.0,0.0,101.8,
2019-05-17,4855.0,0.0,100.9,
2019-05-18,4199.0,0.0,88.4,
2019-05-19,4493.0,0.0,89.8,
2019-05-20,5165.0,0.0,102.8,
2019-05-21,5416.0,0.0,110.8,
2019-05-22,5527.0,0.0,114.0,
2019-05-23,5642.0,0.0,114.5,
2019-05-24,5052.0,0.0,105.5,
2019-05-25,5037.0,0.0,109.2,
2019-05-26,5097.0,0.0,99.9,
2019-05-27,5499.0,0.0,111.8,
2019-05-28,5701.0,0.0,114.9,
2019-05-29,5966.0,0.0,121.6,
2019-05-30,6207.0,0.0,128.1,
2019-05-31,6371.0,0.0,131.6,
2019-06-01,6386.0,0.0,132.2,
2019-06-02,6507.0,0.0,132.7,
2019-06-03,6526.0,0.0,135.5,
2019-06-04,6479.0,0.0,131.8,
2019-06-05,6401.0,0.0,131.2,
2019-06-06,6591.0,0.0,134.4,
2019-06-07,6400.0,0.0,129.2,
2019-06-08,6367.0,0.0,129.0,
2019-06-09,6293.0,0.0,123.8,
2019-06-10,6602.0,0.0,136.7,
2019-06-11,6711.0,0.0,139.1,
2019-06-12,6795.0,0.0,135.2,
2019-06-13,6731.0,0.0,136.1,
2019-06-14,6537.0,0.0,134.7,
2019-06-15,6515.0,0.0,130.7,
2019-06-16,6389.0,0.0,117.9,
2019-06-17,5920.0,0.0,114.8,
2019-06-18,4989.0,0.0,99.3,
2019-06-19,5172.0,0.0,106.4,
2019-06-20,5532.0,0.0,112.0,
2019-06-21,5889.0,0.0,122.7,
2019-06-22,5910.0,0.0,118.5,
2019-06-23,6113.0,0.0,121.0,
2019-06-24,5876.0,0.0,123.2,
2019-06-25,6393.0,0.0,126.1,
2019-06-26,6553.0,0.0,135.1,
2019-06-27,6469.0,0.0,135.2,
2019-06-28,6567.0,0.0,133.5,
2019-06-29,6664.0,0.0,136.7,
2019-06-30,6623.0,0.0,136.0,
2019-07-01,7135.0,0.0,145.2,
2019-07-02,7254.0,0.0,147.1,
2019-07-03,6977.0,0.0,145.3,
2019-07-04,6877.0,0.0,139.2,
2019-07-05,6118.0,0.0,126.4,
2019-07-06,5908.0,0.0,122.3,
2019-07-07,6192.0,0.0,119.6,
2019-07-08,6305.0,0.0,,
2019-07-09,6172.0,0.0,,
2019-07-10,6570.0,0.0,,
2019-07-11,6826.0,0.0,,
2019-07-12,6744.0,0.0,,
2019-07-13,6643.0,0.0,,
2019-07-14,6486.0,0.0,,
2019-07-15,5965.0,0.0,118.5,
2019-07-16,5001.0,0.0,108.0,
2019-07-17,4826.0,0.0,91.6,
2019-07-18,4656.0,0.0,100.6,
2019-07-19,5699.0,0.0,108.6,
2019-07-20,5508.0,0.0,111.1,
2019-07-21,5184.0,0.0,105.6,
2019-07-22,5767.0,0.0,116.6,
2019-07-23,6444.0,0.0,129.0,
2019-07-24,6535.0,0.0,130.4,
2019-07-25,5632.0,0.0,115.2,
2019-07-26,5100.0,0.0,109.3,
2019-07-27,4666.0,0.0,100.7,
2019-07-28,5048.0,0.0,98.9,
2019-07-29,5548.0,0.0,111.8,
2019-07-30,5644.0,0.0,115.6,
2019-07-31,5748.0,0.0,117.9,
2019-08-01,5918.0,0.0,121.9,
2019-08-02,5790.0,0.0,121.7,
2019-08-03,5444.0,0.0,112.2,
2019-08-04,5526.0,0.0,108.0,
2019-08-05,6118.0,0.0,126.4,
2019-08-06,5908.0,0.0,122.3,
2019-08-07,6192.0,0.0,119.6,
2019-08-08,6305.0,0.0,130.2,
2019-08-09,6172.0,0.0,113.4,
2019-08-10,6570.0,0.0,127.8,
2019-08-11,6826.0,0.0,135.5,
2019-08-12,5673.0,0.0,115.5,
2019-08-13,5587.0,0.0,117.8,
2019-08-14,5425.0,0.0,113.9,
2019-08-15,5331.0,0.0,98.7,
2019-08-16,5073.0,0.0,107.7,
2019-08-17,4917.0,0.0,99.2,
2019-08-18,4408.0,0.0,89.1,
2019-08-19,5175.0,0.0,103.8,
2019-08-20,5353.0,0.0,110.9,
2019-08-21,5786.0,0.0,117.8,
2019-08-22,5509.0,0.0,115.7,
2019-08-23,5783.0,0.0,117.0,
2019-08-24,5616.0,0.0,110.1,
2019-08-25,4836.0,0.0,102.1,
2019-08-26,5612.0,0.0,111.7,
2019-08-27,6058.0,0.0,121.6,
2019-08-28,6254.0,0.0,128.0,
2019-08-29,6363.0,0.0,132.7,
2019-08-30,6391.0,0.0,132.6,
2019-08-31,6226.0,0.0,129.7,
2019-09-01,6097.0,0.0,113.9,
2019-09-02,6153.0,0.0,122.8,
2019-09-03,6323.0,0.0,129.2,
2019-09-04,6251.0,0.0,130.3,
2019-09-05,6155.0,0.0,128.7,
2019-09-06,6134.0,0.0,128.5,
2019-09-07,5838.0,0.0,122.2,
2019-09-08,6018.0,0.0,116.7,
2019-09-09,6231.0,0.0,128.5,
2019-09-10,6348.0,0.0,126.9,
2019-09-11,6575.0,0.0,134.9,
2019-09-12,6502.0,0.0,137.2,
2019-09-13,6334.0,0.0,132.6,
2019-09-14,6157.0,0.0,125.3,
2019-09-15,5795.0,0.0,116.2,
2019-09-16,6155.0,0.0,124.6,
2019-09-17,6027.0,0.0,125.1,
2019-09-18,5829.0,0.0,121.0,
2019-09-19,5526.0,0.0,113.9,
2019-09-20,5365.0,0.0,113.4,
2019-09-21,5244.0,0.0,108.1,
2019-09-22,4623.0,0.0,94.0,
2019-09-23,4613.0,0.0,98.5,
2019-09-24,4733.0,0.0,99.3,
2019-09-25,4851.0,0.0,102.4,
2019-09-26,4766.0,0.0,102.6,
2019-09-27,4682.0,0.0,100.9,
2019-09-28,4276.0,0.0,94.6,
2019-09-29,3909.0,0.0,84.7,
2019-09-30,4251.0,0.0,89.2,
2019-10-01,4424.0,0.0,92.8,
2019-10-02,3831.0,0.0,79.5,
2019-10-03,4549.0,0.0,92.6,
2019-10-04,4312.0,0.0,89.4,
2019-10-05,3925.0,0.0,82.2,
2019-10-06,3690.0,0.0,77.8,
2019-10-07,3943.0,0.0,82.5,
2019-10-08,3346.0,0.0,73.1,
2019-10-09,4012.0,0.0,82.8,
2019-10-10,4112.0,0.0,83.2,
2019-10-11,4087.0,0.0,84.9,
2019-10-12,3902.0,0.0,82.5,
2019-10-13,3731.0,0.0,80.2,
2019-10-14,4133.0,0.0,85.8,
2019-10-15,4268.0,0.0,86.0,
2019-10-16,4227.0,0.0,88.3,
2019-10-17,4276.0,0.0,87.9,
2019-10-18,4341.0,0.0,86.4,
2019-10-19,3907.0,0.0,80.7,
2019-10-20,3595.0,0.0,75.3,
2019-10-21,3889.0,0.0,78.4,
2019-10-22,3803.0,0.0,75.9,
2019-10-23,3782.0,0.0,74.2,
2019-10-24,3859.0,0.0,75.9,
2019-10-25,3810.0,0.0,76.0,
2019-10-26,3410.0,0.0,69.1,
2019-10-27,3006.0,0.0,60.8,
2019-10-28,2861.0,0.0,60.3,
2019-10-29,3119.0,0.0,63.2,
2019-10-30,3648.0,0.0,68.4,
2019-10-31,3464.0,0.0,67.6,
2019-11-01,3434.0,0.0,69.0,
2019-11-02,3251.0,0.0,64.8,
2019-11-03,3099.0,0.0,61.2,
2019-11-04,3512.0,0.0,66.3,
2019-11-05,3476.0,0.0,66.4,
2019-11-06,3560.0,0.0,67.6,
2019-11-07,3399.0,0.0,65.5,
2019-11-08,3393.0,0.0,64.9,
2019-11-09,3142.0,0.0,61.4,
2019-11-10,3083.0,0.0,59.6,
2019-11-11,3234.0,0.0,63.2,
2019-11-12,3217.0,0.0,59.9,
2019-11-13,3265.0,0.0,62.0,
2019-11-14,3423.0,0.0,63.2,
2019-11-15,3588.0,0.0,60.6,
2019-11-16,3230.0,0.0,60.4,
2019-11-17,3217.0,0.0,58.5,
2019-11-18,3276.0,0.0,61.5,
2019-11-19,3272.0,0.0,62.6,
2019-11-20,3369.0,0.0,63.6,
2019-11-21,3337.0,0.0,63.4,
2019-11-22,3484.0,0.0,64.0,
2019-11-23,3280.0,0.0,60.4,
2019-11-24,3330.0,0.0,58.0,
2019-11-25,,,,
2019-11-26,,,,
2019-11-27,,,,
2019-11-28,,,,
2019-11-29,,,,
2019-11-30,,,,
2019-12-01,57.2,,,
2019-12-02,3420.0,0.0,60.8,
2019-12-03,3490.0,0.0,62.5,
2019-12-04,3583.0,0.0,62.6,
2019-12-05,3526.0,0.0,63.5,
2019-12-06,3696.0,0.0,65.0,
2019-12-07,3469.0,0.0,62.0,
2019-12-08,3548.0,0.0,59.3,
2019-12-09,3537.0,0.0,62.8,
2019-12-10,3607.0,0.0,62.9,
2019-12-11,3722.0,0.0,65.4,
2019-12-12,3645.0,0.0,64.8,
2019-12-13,3900.0,0.0,66.8,
2019-12-14,3817.0,0.0,63.8,
2019-12-15,3819.0,0.0,62.0,
2019-12-16,3868.0,0.0,67.6,
2019-12-17,4028.0,0.0,70.2,
2019-12-18,4162.0,0.0,70.2,
2019-12-19,4181.0,0.0,73.2,
2019-12-20,4486.0,0.0,74.8,
2019-12-21,4120.0,0.0,70.7,
2019-12-22,4028.0,0.0,70.0,
2019-12-23,4486.0,0.0,74.2,
2019-12-24,4477.0,0.0,76.9,
2019-12-25,4700.0,0.0,76.9,
2019-12-26,4740.0,0.0,79.2,
2019-12-27,4872.0,0.0,82.0,
2019-12-28,4630.0,0.0,80.4,
2019-12-29,4691.0,0.0,78.0,
2019-12-30,5001.0,0.0,85.8,
2019-12-31,5149.0,0.0,85.5,
2020-01-01,5210.0,0.0,83.5,
2020-01-02,4690.0,0.0,79.2,
2020-01-03,4728.0,0.0,76.6,
2020-01-04,4215.0,0.0,71.1,
2020-01-05,4182.0,0.0,69.0,
2020-01-06,4341.0,0.0,73.8,
2020-01-07,4338.0,0.0,74.5,
2020-01-08,4282.0,0.0,74.7,
2020-01-09,4586.0,0.0,77.5,
2020-01-10,4802.0,0.0,79.7,
2020-01-11,4522.0,0.0,72.7,
2020-01-12,4262.0,0.0,69.3,
2020-01-13,4392.0,0.0,74.9,
2020-01-14,4417.0,0.0,74.9,
2020-01-15,4500.0,0.0,75.4,
2020-01-16,4361.0,0.0,76.4,
2020-01-17,4590.0,0.0,77.3,
2020-01-18,4256.0,0.0,73.3,
2020-01-19,4566.0,0.0,71.7,
2020-01-20,4548.0,0.0,77.7,
2020-01-21,4442.0,0.0,75.9,
2020-01-22,4604.0,0.0,76.6,
2020-01-23,4382.0,0.0,75.0,
2020-01-24,4613.0,0.0,76.0,
2020-01-25,4267.0,0.0,71.4,
2020-01-26,3729.0,0.0,60.3,
2020-01-27,4191.0,0.0,69.0,
2020-01-28,4225.0,0.0,72.1,
2020-01-29,4323.0,0.0,71.8,
2020-01-30,4079.0,0.0,71.1,
2020-01-31,4401.0,0.0,73.0,
2020-02-01,4006.0,0.0,68.0,
2020-02-02,4188.0,0.0,67.3,
2020-02-03,4223.0,0.0,70.7,
2020-02-04,4083.0,0.0,69.8,
2020-02-05,4129.0,0.0,71.7,
2020-02-06,4193.0,0.0,70.7,
2020-02-07,4434.0,0.0,73.4,
2020-02-08,3687.0,0.0,62.0,
2020-02-09,4323.0,0.0,72.1,
2020-02-10,4052.0,0.0,68.5,
2020-02-11,4098.0,0.0,69.5,
2020-02-12,4149.0,0.0,68.8,
2020-02-13,3938.0,0.0,66.8,
2020-02-14,4016.0,0.0,66.8,
2020-02-15,3782.0,0.0,62.6,
2020-02-16,3813.0,0.0,61.1,
2020-02-17,3718.0,0.0,62.6,
2020-02-18,3816.0,0.0,64.0,
2020-02-19,3827.0,0.0,65.1,
2020-02-20,3693.0,0.0,63.6,
2020-02-21,4141.0,0.0,64.3,
2020-02-22,3592.0,0.0,60.7,
2020-02-23,3561.0,0.0,59.4,
2020-02-24,3587.0,0.0,63.9,
2020-02-25,3486.0,0.0,63.6,
2020-02-26,3563.0,0.0,63.8,
2020-02-27,3461.0,0.0,62.5,
2020-02-28,3599.0,0.0,63.8,
2020-02-29,3322.0,0.0,60.3,
2020-03-01,3326.0,0.0,57.9,
2020-03-02,3310.0,0.0,61.5,
2020-03-03,3406.0,0.0,62.8,
2020-03-04,3457.0,0.0,63.9,
2020-03-05,3475.0,0.0,62.9,
2020-03-06,3682.0,0.0,64.4,
2020-03-07,3517.0,0.0,59.9,
2020-03-08,3427.0,0.0,58.2,
2020-03-09,3524.0,0.0,58.0,
2020-03-10,2292.0,0.0,45.6,
2020-03-11,3121.0,0.0,53.3,
2020-03-12,3419.0,0.0,58.8,
2020-03-13,3493.0,0.0,61.1,
2020-03-14,3306.0,0.0,58.3,
2020-03-15,3322.0,0.0,54.9,
2020-03-16,3433.0,0.0,59.2,
2020-03-17,3420.0,0.0,60.2,
2020-03-18,3439.0,0.0,60.7,
2020-03-19,3413.0,0.0,60.6,
2020-03-20,3451.0,0.0,63.4,
2020-03-21,3215.0,0.0,59.1,
2020-03-22,2282.0,0.0,46.1,
2020-03-23,2448.0,0.0,48.7,
2020-03-24,2379.0,0.0,46.0,
2020-03-25,2419.0,0.0,46.1,
2020-03-26,2273.0,0.0,44.1,
2020-03-27,2425.0,0.0,44.4,
2020-03-28,2294.0,0.0,42.4,
2020-03-29,2241.0,0.0,41.8,
2020-03-30,2292.0,0.0,43.1,
2020-03-31,2302.0,0.0,42.9,
2020-04-01,2413.0,0.0,44.9,
2020-04-02,2294.0,0.0,43.8,
2020-04-03,2239.0,0.0,43.5,
2020-04-04,2139.0,2.0,44.1,
2020-04-05,2195.0,0.0,44.3,
2020-04-06,2196.0,0.0,45.8,
2020-04-07,2193.0,0.0,47.6,
2020-04-08,2193.0,0.0,46.1,
2020-04-09,2226.0,0.0,47.5,
2020-04-10,2300.0,0.0,48.4,
2020-04-11,2384.0,0.0,50.1,
2020-04-12,2495.0,0.0,52.4,
2020-04-13,2719.0,0.0,56.4,
2020-04-14,3007.0,0.0,60.8,
2020-04-15,2997.0,0.0,62.8,
2020-04-16,3160.0,0.0,63.0,
2020-04-17,3114.0,0.0,65.2,
2020-04-18,3082.0,0.0,62.1,
2020-04-19,2969.0,0.0,57.8,
2020-04-20,2935.0,0.0,59.9,
2020-04-21,2729.0,0.0,56.8,
2020-04-22,2876.0,0.0,58.6,
2020-04-23,2853.0,0.0,59.9,
2020-04-24,3048.0,0.0,59.5,
2020-04-25,3094.0,0.0,62.2,
2020-04-26,3072.0,0.0,57.8,
2020-04-27,2641.0,0.0,51.2,
2020-04-28,2947.0,0.0,58.4,
2020-04-29,3174.0,0.0,63.0,
2020-04-30,3309.0,0.0,66.1,
2020-05-01,3461.0,0.0,69.6,
2020-05-02,3471.0,0.0,68.3,
2020-05-03,3454.0,0.0,64.8,
2020-05-04,3162.0,0.0,61.2,
2020-05-05,3398.0,0.0,65.8,
2020-05-06,3382.0,0.0,68.5,
2020-05-07,3388.0,0.0,65.7,
2020-05-08,3745.0,0.0,71.8,
2020-05-09,4038.0,0.0,75.0,
2020-05-10,4029.0,0.0,69.4,
2020-05-11,3558.0,0.0,67.7,
2020-05-12,3747.0,0.0,71.8,
2020-05-13,3702.0,0.0,73.1,
2020-05-14,3648.0,0.0,72.2,
2020-05-15,3667.0,0.0,72.0,
2020-05-16,3848.0,0.0,73.3,
2020-05-17,3968.0,0.0,75.7,
2020-05-18,4079.0,0.0,78.7,
2020-05-19,4096.0,0.0,81.3,
2020-05-20,4216.0,0.0,82.3,
2020-05-21,4429.0,0.0,84.8,
2020-05-22,4884.0,0.0,91.7,
2020-05-23,5003.0,0.0,95.2,
2020-05-24,5219.0,0.0,98.0,
2020-05-25,5331.0,0.0,101.5,
2020-05-26,5421.0,0.0,106.9,
2020-05-27,5423.0,0.0,110.4,
2020-05-28,5403.0,0.0,105.6,
2020-05-29,4381.0,0.0,88.4,
2020-05-30,4096.0,0.0,73.3,
2020-05-31,4096.0,0.0,73.3,
2020-06-01,3765.0,0.0,74.6,
2020-06-02,4037.0,0.0,81.1,
2020-06-03,4227.0,0.0,85.7,
2020-06-04,4186.0,0.0,85.1,
2020-06-05,3895.0,0.0,81.0,
2020-06-06,4211.0,0.0,80.2,
2020-06-07,4192.0,0.0,79.8,
2020-06-08,4583.0,0.0,88.0,
2020-06-09,5095.0,0.0,97.5,
2020-06-10,5180.0,0.0,103.8,
2020-06-11,5514.0,0.0,107.4,
2020-06-12,5558.0,0.0,113.1,
2020-06-13,5500.0,0.0,103.9,
2020-06-14,5443.0,0.0,101.8,
2020-06-15,5686.0,0.0,111.7,
2020-06-16,5860.0,0.0,116.7,
2020-06-17,5981.0,0.0,120.2,
2020-06-18,6028.0,0.0,120.5,
2020-06-19,6236.0,0.0,126.0,
2020-06-20,6065.0,0.0,107.3,
2020-06-21,5214.0,0.0,97.9,
2020-06-22,5351.0,0.0,101.9,
2020-06-23,5457.0,0.0,107.3,
2020-06-24,5318.0,0.0,107.3,
2020-06-25,5328.0,0.0,106.6,
2020-06-26,5371.0,0.0,108.4,
2020-06-27,5556.0,0.0,106.6,
2020-06-28,6086.0,0.0,112.5,
2020-06-29,6234.0,0.0,119.8,
2020-06-30,5888.0,0.0,116.0,
2020-07-01,5954.0,0.0,120.0,
2020-07-02,6164.0,0.0,125.9,
2020-07-03,6291.0,0.0,128.0,
2020-07-04,5953.0,0.0,118.5,
2020-07-05,5811.0,0.0,95.9,
2020-07-06,5079.0,0.0,104.7,
2020-07-07,4894.0,0.0,99.9,
2020-07-08,4890.0,0.0,98.9,
2020-07-09,5647.0,0.0,107.4,
2020-07-10,5740.0,0.0,116.1,
2020-07-11,5507.0,0.0,104.7,
2020-07-12,5427.0,0.0,96.3,
2020-07-13,5414.0,0.0,97.8,
2020-07-14,5919.0,0.0,115.6,
2020-07-15,5726.0,0.0,118.6,
2020-07-16,5695.0,0.0,116.0,
2020-07-17,5736.0,0.0,117.8,
2020-07-18,5611.0,0.0,113.7,
2020-07-19,5457.0,0.0,101.8,
2020-07-20,5030.0,0.0,99.7,
2020-07-21,4485.0,0.0,88.6,
2020-07-22,3866.0,0.0,84.8,
2020-07-23,4453.0,0.0,88.2,
2020-07-24,4744.0,0.0,96.4,
2020-07-25,4832.0,0.0,96.3,
2020-07-26,,,,
2020-07-27,,,,
2020-07-28,,,,
2020-07-29,,,,
2020-07-30,,,,
2020-07-31,,,,
2020-08-01,,,,
2020-08-02,101.6,,,
2020-08-03,5415.0,0.0,105.1,
2020-08-04,5708.0,0.0,113.2,
2020-08-05,5596.0,0.0,115.7,
2020-08-06,5504.0,0.0,111.7,
2020-08-07,5582.0,0.0,113.3,
2020-08-08,5722.0,0.0,113.7,
2020-08-09,5610.0,0.0,107.3,
2020-08-10,5428.0,0.0,112.0,
2020-08-11,5459.0,0.0,113.1,
2020-08-12,5323.0,0.0,111.0,
2020-08-13,5009.0,0.0,99.0,
2020-08-14,4655.0,0.0,97.5,
2020-08-15,4713.0,0.0,89.4,
2020-08-16,5177.0,0.0,99.2,
2020-08-17,5168.0,0.0,108.5,
2020-08-18,5025.0,0.0,108.0,
2020-08-19,4829.0,0.0,95.5,
2020-08-20,4105.0,0.0,87.9,
2020-08-21,4365.0,0.0,90.0,
2020-08-22,4438.0,0.0,91.6,
2020-08-23,4424.0,0.0,91.4,
2020-08-24,4474.0,0.0,96.1,
2020-08-25,4630.0,0.0,97.2,
2020-08-26,4866.0,0.0,100.5,
2020-08-27,5145.0,0.0,102.3,
2020-08-28,5091.0,0.0,103.2,
2020-08-29,4920.0,0.0,96.7,
2020-08-30,4796.0,0.0,90.6,
2020-08-31,4430.0,0.0,93.3,
2020-09-01,4785.0,0.0,97.5,
2020-09-02,5140.0,0.0,102.1,
2020-09-03,5240.0,0.0,108.4,
2020-09-04,5294.0,0.0,110.7,
2020-09-05,5151.0,0.0,104.4,
2020-09-06,4932.0,0.0,96.3,
2020-09-07,4877.0,0.0,104.2,
2020-09-08,5287.0,0.0,105.9,
2020-09-09,5424.0,0.0,113.1,
2020-09-10,5578.0,0.0,114.3,
2020-09-11,5644.0,0.0,116.7,
2020-09-12,5513.0,0.0,112.3,
2020-09-13,5631.0,0.0,110.8,
2020-09-14,5762.0,0.0,120.5,
2020-09-15,5922.0,0.0,120.5,
2020-09-16,6030.0,0.0,123.9,
2020-09-17,6040.0,0.0,124.6,
2020-09-18,6218.0,0.0,126.5,
2020-09-19,6073.0,0.0,123.5,
2020-09-20,5940.0,0.0,116.5,
2020-09-21,6063.0,0.0,123.9,
2020-09-22,6044.0,0.0,125.2,
2020-09-23,5895.0,0.0,122.2,
2020-09-24,5763.0,0.0,119.3,
2020-09-25,5607.0,0.0,116.6,
2020-09-26,5497.0,0.0,106.0,
2020-09-27,4832.0,0.0,96.6,
2020-09-28,4920.0,0.0,104.2,
2020-09-29,4861.0,0.0,105.4,
2020-09-30,4745.0,0.0,102.4,
2020-10-01,4765.0,0.0,100.6,
2020-10-02,4563.0,0.0,87.1,
2020-10-03,4324.0,0.0,91.9,
2020-10-04,4113.0,0.0,85.3,
2020-10-05,4251.0,0.0,90.3,
2020-10-06,4147.0,0.0,89.1,
2020-10-07,4237.0,0.0,90.8,
2020-10-08,4259.0,0.0,90.1,
2020-10-09,4204.0,0.0,89.4,
2020-10-10,4040.0,0.0,86.7,
2020-10-11,3764.0,0.0,81.6,
2020-10-12,4149.0,0.0,86.7,
2020-10-13,4231.0,0.0,91.2,
2020-10-14,4394.0,0.0,93.1,
2020-10-15,4186.0,0.0,88.9,
2020-10-16,4004.0,0.0,84.1,
2020-10-17,3689.0,0.0,76.5,
2020-10-18,3412.0,0.0,69.7,
2020-10-19,3780.0,0.0,75.8,
2020-10-20,3726.0,0.0,74.6,
2020-10-21,3793.0,0.0,76.0,
2020-10-22,3791.0,0.0,75.9,
2020-10-23,3673.0,0.0,74.4,
2020-10-24,3462.0,0.0,70.8,
2020-10-25,3001.0,0.0,62.6,
2020-10-26,3570.0,0.0,70.1,
2020-10-27,3515.0,0.0,68.2,
2020-10-28,3511.0,0.0,66.6,
2020-10-29,3474.0,0.0,66.7,
2020-10-30,3503.0,0.0,65.8,
2020-10-31,3229.0,0.0,63.2,
2020-11-01,3114.0,0.0,59.5,
2020-11-02,3364.0,0.0,63.4,
2020-11-03,3422.0,0.0,64.7,
2020-11-04,3605.0,0.0,64.7,
2020-11-05,3431.0,0.0,62.8,
2020-11-06,3546.0,0.0,65.0,
